"snomed_code","name","concept_type","snomed_uri"
"408480009","Gastroenterology","Qualifier Value","http://snomed.info/id/408480009"
"394600006","General practice","Qualifier Value","http://snomed.info/id/394600006"
"394592000","Psychiatry","Qualifier Value","http://snomed.info/id/394592000"
"394578007","Dermatology","Qualifier Value","http://snomed.info/id/394578007"
"44054006","Type 1 Diabetes Mellitus","Finding","http://snomed.info/id/44054006"
"426749004","Systolic Hypertension","Finding","http://snomed.info/id/426749004"
"427095000","ST elevation myocardial infarction","Finding","http://snomed.info/id/427095000"
"413819002","Chronic Obstructive Asthma","Finding","http://snomed.info/id/413819002"
"713105004","Brain MRI finding","Observable Entity","http://snomed.info/id/713105004"
"39937001","Wound management","Procedure","http://snomed.info/id/39937001"
"723665000","Dressing change of wound","Procedure","http://snomed.info/id/723665000"
"118779008","Debridement of wound","Procedure","http://snomed.info/id/118779008"
"473157000","Negative pressure wound therapy","Procedure","http://snomed.info/id/473157000"
"439347004","Diagnosis of skin lesion","Procedure","http://snomed.info/id/439347004"
"118949000","Treatment of skin lesion","Procedure","http://snomed.info/id/118949000"
"55641003","Skin lesion","Finding","http://snomed.info/id/55641003"
"703445007", "Wound", "Finding", "http://snomed.info/id/703445007"
"404684003","Clinical finding","Finding","http://snomed.info/id/404684003"
"78275009","Nausea","Finding","http://snomed.info/id/78275009"
"248595008","Vomiting","Finding","http://snomed.info/id/248595008"
"102705002","Diarrhea","Finding","http://snomed.info/id/102705002"
"271656006","Abdominal pain","Finding","http://snomed.info/id/271656006"
"162362007","Skin rash","Finding","http://snomed.info/id/162362007"
"301835003","Itching of skin","Finding","http://snomed.info/id/301835003"
"161860009","Skin ulcer","Finding","http://snomed.info/id/161860009"
"271917007","Pressure ulcer","Finding","http://snomed.info/id/271917007"
"202751008","Diabetic foot ulcer","Finding","http://snomed.info/id/202751008"
"40279007","Venous ulcer","Finding","http://snomed.info/id/40279007"
"248619005","Burn of skin","Finding","http://snomed.info/id/248619005"
"162489004","Dizziness","Finding","http://snomed.info/id/162489004"
"279099007","Weakness","Finding","http://snomed.info/id/279099007"
"267042009","Syncope","Finding","http://snomed.info/id/267042009"
"84757009","Shortness of breath","Finding","http://snomed.info/id/84757009"
"267033000","Wheezing","Finding","http://snomed.info/id/267033000"
"43134009","Cough","Finding","http://snomed.info/id/43134009"
"36955009","Sputum production","Finding","http://snomed.info/id/36955009"
"271824005","Chest tightness","Finding","http://snomed.info/id/271824005"
"418363000","Anxiety","Finding","http://snomed.info/id/418363000"
"76388004", "Depression","Finding","http://snomed.info/id/76388004"
"230145002","Insomnia","Finding","http://snomed.info/id/230145002"
"162059005","Loss of appetite","Finding","http://snomed.info/id/162059005"
"7973005", "Weight loss","Finding","http://snomed.info/id/7973005"
"60884006", "Weight gain","Finding","http://snomed.info/id/60884006"
"281498004", "Low back pain","Finding","http://snomed.info/id/281498004"
"302845001", "Neck pain","Finding","http://snomed.info/id/302845001"
"289633001", "Swollen joint","Finding","http://snomed.info/id/289633001"
"423874009", "Morning stiffness","Finding","http://snomed.info/id/423874009"
"52004007", "Joint stiffness","Finding","http://snomed.info/id/52004007"
"409830001", "Muscle weakness","Finding","http://snomed.info/id/409830001"
"162407002", "Eye pain", "Finding", "http://snomed.info/id/162407002"
"713105004","Brain MRI finding","Observable Entity","http://snomed.info/id/713105004"
"7891000122101","Chest X-ray finding","Observable Entity","http://snomed.info/id/7891000122101"
"302419005","Serum creatinine","Observable Entity","http://snomed.info/id/302419005"
"166717003","Hemoglobin A1c","Observable Entity","http://snomed.info/id/431314004"
"311466009","Blood glucose level","Observable Entity","http://snomed.info/id/311466009"
"442325009","Body Mass Index","Observable Entity","http://snomed.info/id/442325009"
"248308007","Blood pressure","Observable Entity","http://snomed.info/id/248308007"
"27113001","Body temperature","Observable Entity","http://snomed.info/id/27113001"
"386864001","Amoxicillin (substance)","Substance","http://snomed.info/id/386864001"
"387517004","Lisinopril (substance)","Substance","http://snomed.info/id/387517004"
"373873005","Metformin (substance)","Substance","http://snomed.info/id/373873005"
"410942007", "Drug", "Substance", "http://snomed.info/id/410942007"
"424121000000109","Artificial intelligence in healthcare","Substance","http://snomed.info/id/424121000000109"
"712500003","Clinical Pathway","Situation","http://snomed.info/id/712500003"
"441862004","Risk Score","Situation","http://snomed.info/id/441862004"
"702854004","Diagnostic algorithm","Situation","http://snomed.info/id/702854004"
"1240311000000100","Asthma Management Pathway","Situation","http://snomed.info/id/1240311000000100"
"91251008","Heart Failure Clinical Pathway","Situation","http://snomed.info/id/91251008"
"440383007", "Treatment Plan", "Situation", "http://snomed.info/id/440383007"
"46706000","Stethoscope","Physical Object","http://snomed.info/id/46706000"
"26158009","Magnetic Resonance Imaging","Physical Object","http://snomed.info/id/26158009"
"706177006","Electrocardiogram machine","Physical Object","http://snomed.info/id/706177006"
"46944009", "Medical Device", "Physical Object", "http://snomed.info/id/46944009"
"394578007","Dermatology","Qualifier Value","http://snomed.info/id/394578007"
"394592000","Psychiatry","Qualifier Value","http://snomed.info/id/394592000"
"394600006","General practice","Qualifier Value","http://snomed.info/id/394600006"
"408480009","Gastroenterology","Qualifier Value","http://snomed.info/id/408480009"
"394587001","Neurology","Qualifier Value","http://snomed.info/id/394587001"
"394802001","Cardiology","Qualifier Value","http://snomed.info/id/394802001"
"394814009","Pulmonology","Qualifier Value","http://snomed.info/id/394814009"
"700470000","Intermittent","Temporal Pattern","http://snomed.info/id/700470000"
"39607008","Kidney","Body Structure","http://snomed.info/id/39607008"
"64572001","Brain","Body Structure","http://snomed.info/id/12830008"
"89837001","Lung","Body Structure","http://snomed.info/id/89837001"
"442083009","Heart","Body Structure","http://snomed.info/id/442083009"
"117681000119100","Electronic health record system","System","http://snomed.info/id/117681000119100"
